1661854641,736259972,0,0,-0.03,-0.00444444,0,0,-0.050293,0.0319214,-0.443604,0.894226
1661854641,746250043,0,0.02,-0.03,0,0,0,-0.050293,0.0319214,-0.443604,0.894226
1661854641,756248652,0,0.03,-0.02,0.00222222,0,0,-0.050293,0.0319214,-0.443604,0.894226
1661854641,766246298,0,0,-0.04,0.00111111,0,0,-0.050293,0.0319214,-0.443604,0.894226
1661854641,776245796,0,0.01,-0.05,0,0,-0.00111111,-0.050293,0.0319214,-0.443604,0.894226
1661854641,786250367,0,0.02,-0.04,0.00111111,0,0.00111111,-0.050293,0.0319214,-0.443604,0.894226
1661854641,796251365,0,0,-0.02,0.00333333,0.00222222,0,-0.050293,0.0319214,-0.443604,0.894226
1661854641,806248603,0,0.07,-0.09,0.00555556,-0.00111111,0,-0.050293,0.0319214,-0.443604,0.894226
1661854641,816248175,-0.01,0,-0.02,0,0,0,-0.050293,0.0319214,-0.443604,0.894226
1661854641,826250117,0,0.03,-0.04,-0.0166667,0,0,-0.0504761,0.0319824,-0.443542,0.894226
1661854641,836250207,0,0.01,-0.04,-0.02,0,0,-0.0505981,0.0320435,-0.443542,0.894226
1661854641,846249612,0,0,0,-0.0188889,0,0,-0.0506592,0.0320435,-0.443542,0.894226
1661854641,856248628,-0.02,0,0,-0.0155556,0,0.00111111,-0.0507202,0.0321045,-0.443542,0.894226
1661854641,866253403,-0.02,0,0,-0.0111111,0,0,-0.0507202,0.0321045,-0.443542,0.894226
1661854641,876248531,0,0,-0.03,0.00444444,0.00333333,0,-0.0505981,0.0320435,-0.443542,0.894226
1661854641,886246584,0,0.02,-0.03,0.0233333,0.00444444,0,-0.050415,0.0319824,-0.443542,0.894226
1661854641,896246211,0,0.05,-0.08,0.0355556,0.00222222,0.00333333,-0.050293,0.0318604,-0.443604,0.894287
1661854641,906246801,0,0.01,0,0.0333333,0.00222222,0,-0.0501709,0.0317993,-0.443604,0.894287
1661854641,916245836,-0.01,0.14,-0.18,0.0277778,0,0,-0.0501709,0.0317993,-0.443604,0.894287
1661854641,926245537,0,0.06,-0.05,0.0166667,0,0,-0.0501709,0.0317993,-0.443604,0.894287
1661854641,936246979,0,0.04,-0.05,-0.0133333,0,0.00111111,-0.0502319,0.0318604,-0.443604,0.894287
1661854641,946245792,0,0.03,-0.04,-0.0255556,0.00555556,-0.00111111,-0.050415,0.0319824,-0.443542,0.894226
1661854641,956245234,0,-0.06,0.09,-0.0388889,0,0,-0.0505981,0.0320435,-0.443542,0.894226
1661854641,966243417,0,-0.06,0.09,-0.04,0,0,-0.0505981,0.0320435,-0.443542,0.894226
1661854641,976245821,0,0,0.01,-0.01,-0.00222222,0,-0.0505371,0.0320435,-0.443542,0.894226
1661854641,986245801,0,0.01,-0.02,0.0211111,0,0.00222222,-0.050415,0.0319214,-0.443542,0.894226
1661854641,996245557,0,0.04,-0.04,0.0322222,0.00222222,0.00111111,-0.050293,0.0318604,-0.443604,0.894287
1661854642,6248777,0.01,0.04,-0.05,0.0333333,0.00111111,0.00222222,-0.0501709,0.0317993,-0.443604,0.894287
1661854642,16245016,0.01,0.04,-0.05,0.0266667,0.00333333,-0.00111111,-0.0501709,0.0317993,-0.443604,0.894287
1661854642,26244680,0,0.04,-0.07,0.0188889,0,0,-0.0500488,0.0317993,-0.443604,0.894287
1661854642,36239530,0.01,0.07,-0.08,0.00555556,0.00111111,0,-0.0500488,0.0317993,-0.443604,0.894287
1661854642,46244732,0,-0.01,0,-0.00333333,0.00111111,0,-0.0500488,0.0317993,-0.443604,0.894287
1661854642,56245230,0,0,-0.02,-0.00777778,0,0,-0.0500488,0.0317993,-0.443604,0.894287
1661854642,66243487,0,0,-0.02,-0.00222222,0.00111111,0.00111111,-0.0500488,0.0317993,-0.443604,0.894287
1661854642,76244855,0.01,0.05,-0.07,0,0,0,-0.0500488,0.0317993,-0.443604,0.894287
1661854642,86245982,0.01,0.03,-0.05,0.00111111,0,0,-0.0500488,0.0317993,-0.443604,0.894287
1661854642,96246499,0,0.03,-0.04,-0.00111111,0.00111111,-0.00111111,-0.0500488,0.0317993,-0.443604,0.894287
1661854642,106245071,0,0.01,-0.02,-0.00333333,0,0,-0.0500488,0.0317993,-0.443604,0.894287
1661854642,116245328,0,0.01,-0.02,-0.00888889,0.00111111,0,-0.0500488,0.0317993,-0.443604,0.894287
1661854642,126246214,0.01,-0.04,0.05,-0.0111111,0,0.00111111,-0.0501099,0.0317993,-0.443604,0.894287
1661854642,136244342,0,-0.03,0,0,0,0,-0.0500488,0.0317993,-0.443604,0.894287
1661854642,146242784,0.01,0.01,-0.03,0.0111111,0.00222222,-0.00111111,-0.0499878,0.0317383,-0.443604,0.894287
1661854642,156269948,0.01,0.03,-0.06,0.0211111,0,0,-0.0498657,0.0316772,-0.443604,0.894287
1661854642,166263613,0.01,0.03,-0.06,0.0233333,0,0.00111111,-0.0498657,0.0316772,-0.443604,0.894287
1661854642,176247352,-0.01,0.07,-0.09,0.0188889,0,0,-0.0496826,0.0316162,-0.443604,0.894287
1661854642,186271405,0,0.09,-0.14,0.0155556,0,-0.00111111,-0.0496826,0.0316162,-0.443604,0.894287
1661854642,196271125,0,0.05,-0.05,0,-0.00333333,0,-0.0498047,0.0316162,-0.443604,0.894287
1661854642,206248105,0,0.03,-0.06,-0.0177778,0.00222222,0,-0.0499268,0.0316772,-0.443604,0.894287
